area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
BD Walls : Serving the district,daily,14/07/2019,12024.07,12024.07,12024.07,12024.07,0,0,
BD Walls : Serving the district,daily,15/07/2019,10088.41,10088.41,10088.41,10088.41,0,0,
BD Walls : Serving the district,daily,15/07/2019,6588.48,6588.48,6260.397647,6260.397647,328.0823533,328.0823533,
BD Walls : Serving the district,daily,16/07/2019,25166.67,25166.67,23913.46132,23913.46132,1253.208679,1253.208679,
BD Walls : Serving the district,daily,17/07/2019,2387.8,2387.8,2268.89624,2268.89624,118.9037598,118.9037598,
BD Walls : Serving the district,daily,18/07/2019,8280.73,8280.73,7868.379748,7868.379748,412.3502516,412.3502516,
BD Walls : Serving the district,daily,19/07/2019,12583.33,12583.33,11956.72591,11956.72591,626.6040906,626.6040906,
BD Walls : Serving the district,daily,20/07/2019,14623.87,14623.87,14623.87,14623.87,0,0,
BD Walls : Serving the district,daily,21/07/2019,15132.62,15132.62,15132.62,15132.62,0,0,
BD Walls : Serving the district,daily,22/07/2019,4574.71,4574.71,4346.906072,4346.906072,227.8039279,227.8039279,
BD Walls : Serving the district,daily,22/07/2019,15226.24,15226.24,14468.0286,14468.0286,758.211401,758.211401,
BD Walls : Serving the district,daily,23/07/2019,3156.39,3156.39,2999.213252,2999.213252,157.1767478,157.1767478,
BD Walls : Serving the district,daily,24/07/2019,6262.04,6262.04,5950.213172,5950.213172,311.826828,311.826828,
BD Walls : Serving the district,daily,25/07/2019,13527.08,13527.08,12853.48059,12853.48059,673.5994099,673.5994099,
BD Walls : Serving the district,daily,26/07/2019,13852.72,13852.72,13852.72,13852.72,0,0,
BD Walls : Serving the district,daily,27/07/2019,12583.33,12583.33,12583.33,12583.33,0,0,
BD Walls : Serving the district,daily,28/07/2019,5416.04,5416.04,5146.340897,5146.340897,269.6991034,269.6991034,
BD Walls : Serving the district,daily,29/07/2019,12024.07,12024.07,11425.31502,11425.31502,598.7549757,598.7549757,
BD Walls : Serving the district,daily,29/07/2019,12583.33,12583.33,11956.72591,11956.72591,626.6040906,626.6040906,
BD Walls : Serving the district,daily,30/07/2019,20418.24,20418.24,19401.48587,19401.48587,1016.754127,1016.754127,
BD Walls : Serving the district,daily,31/07/2019,11762.68,11762.68,11176.9413,11176.9413,585.7387039,585.7387039,
BD Walls : Serving the district,daily,01/08/2019,14170.98,14170.98,14170.98,14170.98,0,0,
BD Walls : Serving the district,daily,01/08/2019,17784.42,17784.42,17784.42,17784.42,0,0,
BD Walls : Serving the district,daily,02/08/2019,12024.07,12024.07,11425.31502,11425.31502,598.7549757,598.7549757,
BD Walls : Serving the district,daily,03/08/2019,9492.69,9492.69,9019.988546,9019.988546,472.7014538,472.7014538,
BD Walls : Serving the district,daily,04/08/2019,6312.77,6312.77,5998.417002,5998.417002,314.3529976,314.3529976,
BD Walls : Serving the district,daily,05/08/2019,8760.73,8760.73,8324.477493,8324.477493,436.2525067,436.2525067,
BD Walls : Serving the district,daily,05/08/2019,11891.94,11891.94,11299.76462,11299.76462,592.175382,592.175382,
BD Walls : Serving the district,daily,06/08/2019,19795.73,19795.73,19795.73,19795.73,0,0,
BD Walls : Serving the district,daily,07/08/2019,24973.08,24973.08,24973.08,24973.08,0,0,
